performance_id,employee_id,review_period,review_date,performance_score_1to5,manager_rating_1to5,goals_total,goals_achieved,goal_completion_rate_pct,peer_feedback_score_1to5,had_recent_training_last_180d
PRF003754,EMP00870,2024-H2,2024-12-31,3.57,3.0,7,4,62.3,3.38,True
PRF003755,EMP00870,2025-H1,2025-06-30,3.63,4.0,4,3,75.5,4.07,True
PRF003756,EMP00871,2024-H1,2024-06-30,3.13,3.0,6,4,62.8,2.82,True
PRF003757,EMP00871,2024-H2,2024-12-31,3.08,3.0,3,2,70.8,2.9,False
PRF003758,EMP00871,2025-H1,2025-06-30,3.25,3.0,5,3,67.6,3.31,True
PRF003759,EMP00872,2023-H1,2023-06-30,3.86,4.0,3,2,75.2,4.14,True
PRF003760,EMP00872,2023-H2,2023-12-31,3.9,4.0,6,5,79.6,3.99,False
PRF003761,EMP00872,2024-H1,2024-06-30,3.86,4.0,3,2,80.8,3.41,False
PRF003762,EMP00872,2024-H2,2024-12-31,4.03,4.0,5,4,78.8,4.46,True
PRF003763,EMP00872,2025-H1,2025-06-30,4.17,3.0,5,4,71.0,3.7,True
PRF003764,EMP00873,2024-H1,2024-06-30,4.32,5.0,7,5,76.6,3.86,True
PRF003765,EMP00873,2024-H2,2024-12-31,4.22,4.0,5,4,84.7,4.42,True
PRF003766,EMP00873,2025-H1,2025-06-30,4.3,4.0,4,3,82.9,4.56,True
PRF003767,EMP00874,2023-H1,2023-06-30,3.77,4.0,6,4,72.4,4.34,False
PRF003768,EMP00874,2023-H2,2023-12-31,4.02,4.0,3,3,89.1,3.82,True
PRF003769,EMP00874,2024-H1,2024-06-30,4.14,4.0,7,5,74.5,4.47,True
PRF003770,EMP00874,2024-H2,2024-12-31,4.2,4.0,7,6,91.3,5.0,True
PRF003771,EMP00874,2025-H1,2025-06-30,4.32,4.0,4,4,90.3,3.5,False
PRF003772,EMP00875,2024-H1,2024-06-30,3.91,3.0,7,5,73.1,4.23,True
PRF003773,EMP00875,2024-H2,2024-12-31,4.28,5.0,3,3,88.5,3.99,True
PRF003774,EMP00875,2025-H1,2025-06-30,4.18,4.0,5,4,77.6,4.97,False
PRF003775,EMP00876,2023-H1,2023-06-30,3.06,3.0,5,2,43.6,2.6,True
PRF003776,EMP00876,2023-H2,2023-12-31,3.19,2.0,5,3,64.7,3.28,False
PRF003777,EMP00876,2024-H1,2024-06-30,3.32,4.0,3,2,75.3,3.6,False
PRF003778,EMP00876,2024-H2,2024-12-31,3.5,4.0,7,4,63.8,3.65,True
PRF003779,EMP00876,2025-H1,2025-06-30,3.8,3.0,7,6,79.7,3.71,True
PRF003780,EMP00877,2023-H2,2023-12-31,2.51,4.0,7,4,55.9,2.87,True
PRF003781,EMP00877,2024-H1,2024-06-30,2.54,2.0,6,3,57.1,2.38,True
PRF003782,EMP00877,2024-H2,2024-12-31,2.7,3.0,4,3,62.9,2.33,True
PRF003783,EMP00877,2025-H1,2025-06-30,2.58,2.0,7,4,54.1,2.73,False
PRF003784,EMP00878,2023-H1,2023-06-30,2.3,2.0,5,2,48.9,2.55,False
PRF003785,EMP00878,2023-H2,2023-12-31,2.55,3.0,4,3,64.2,1.84,True
PRF003786,EMP00878,2024-H1,2024-06-30,2.78,2.0,7,4,54.7,1.44,False
PRF003787,EMP00878,2024-H2,2024-12-31,2.95,3.0,5,3,62.5,3.23,True
PRF003788,EMP00878,2025-H1,2025-06-30,3.21,3.0,5,3,54.2,3.17,True
PRF003789,EMP00879,2023-H1,2023-06-30,3.19,4.0,6,4,58.4,3.52,True
PRF003790,EMP00879,2023-H2,2023-12-31,3.31,3.0,5,3,66.3,3.1,True
PRF003791,EMP00879,2024-H1,2024-06-30,3.48,4.0,5,3,65.0,4.5,False
PRF003792,EMP00879,2024-H2,2024-12-31,3.85,4.0,5,5,98.6,4.44,True
PRF003793,EMP00879,2025-H1,2025-06-30,3.96,4.0,7,7,96.1,4.24,True
PRF003794,EMP00880,2023-H1,2023-06-30,4.03,4.0,4,3,80.5,3.82,True
PRF003795,EMP00880,2023-H2,2023-12-31,3.86,4.0,7,6,78.9,4.17,True
PRF003796,EMP00880,2024-H1,2024-06-30,3.92,5.0,6,4,67.7,4.01,True
PRF003797,EMP00880,2024-H2,2024-12-31,3.94,4.0,6,5,87.2,4.13,True
PRF003798,EMP00880,2025-H1,2025-06-30,4.06,4.0,3,3,89.0,4.06,True
PRF003799,EMP00881,2023-H1,2023-06-30,3.41,4.0,7,4,59.5,3.54,True
PRF003800,EMP00881,2023-H2,2023-12-31,3.41,4.0,6,3,54.0,3.6,False
PRF003801,EMP00881,2024-H1,2024-06-30,3.43,3.0,6,5,76.4,3.7,False
PRF003802,EMP00881,2024-H2,2024-12-31,3.59,4.0,5,4,72.9,4.19,False
PRF003803,EMP00881,2025-H1,2025-06-30,3.77,4.0,3,3,89.8,3.09,True
PRF003804,EMP00882,2023-H1,2023-06-30,3.63,3.0,4,3,72.0,3.04,True
PRF003805,EMP00882,2023-H2,2023-12-31,3.58,4.0,3,2,55.9,3.48,False
PRF003806,EMP00882,2024-H1,2024-06-30,3.91,5.0,6,5,80.4,4.03,True
PRF003807,EMP00882,2024-H2,2024-12-31,4.08,4.0,4,4,91.0,3.85,True
PRF003808,EMP00882,2025-H1,2025-06-30,4.16,4.0,5,4,84.5,3.38,True
PRF003809,EMP00883,2023-H1,2023-06-30,3.67,3.0,7,5,73.8,3.54,False
PRF003810,EMP00883,2023-H2,2023-12-31,3.71,4.0,6,4,73.7,3.16,True
PRF003811,EMP00883,2024-H1,2024-06-30,3.82,4.0,7,6,79.3,3.21,True
PRF003812,EMP00883,2024-H2,2024-12-31,3.99,4.0,5,4,79.1,3.49,True
PRF003813,EMP00883,2025-H1,2025-06-30,4.36,5.0,4,3,82.8,4.55,True
PRF003814,EMP00884,2023-H1,2023-06-30,2.99,3.0,4,3,62.9,2.93,True
PRF003815,EMP00884,2023-H2,2023-12-31,3.18,3.0,6,3,55.6,2.87,True
PRF003816,EMP00884,2024-H1,2024-06-30,3.27,3.0,6,4,63.5,3.3,True
PRF003817,EMP00884,2024-H2,2024-12-31,3.42,4.0,7,5,68.3,3.96,True
PRF003818,EMP00884,2025-H1,2025-06-30,3.64,3.0,6,5,84.1,3.75,True
PRF003819,EMP00885,2024-H1,2024-06-30,3.87,4.0,4,3,82.3,3.7,True
PRF003820,EMP00885,2024-H2,2024-12-31,3.92,4.0,3,3,89.7,3.73,False
PRF003821,EMP00885,2025-H1,2025-06-30,4.25,4.0,3,2,66.2,3.74,True
PRF003822,EMP00886,2023-H1,2023-06-30,3.35,4.0,5,3,66.5,3.07,False
PRF003823,EMP00886,2023-H2,2023-12-31,3.54,4.0,6,4,69.1,3.91,True
PRF003824,EMP00886,2024-H1,2024-06-30,3.51,3.0,6,5,76.8,4.05,False
PRF003825,EMP00886,2024-H2,2024-12-31,3.62,4.0,3,2,76.1,4.16,False
PRF003826,EMP00886,2025-H1,2025-06-30,3.69,3.0,7,5,77.0,3.99,True
PRF003827,EMP00887,2023-H2,2023-12-31,3.03,2.0,5,3,50.6,2.67,True
PRF003828,EMP00887,2024-H1,2024-06-30,2.96,2.0,5,3,53.3,3.57,True
PRF003829,EMP00887,2024-H2,2024-12-31,2.97,,4,3,75.4,3.61,True
PRF003830,EMP00887,2025-H1,2025-06-30,2.99,3.0,7,4,50.1,3.78,False
PRF003831,EMP00888,2023-H1,2023-06-30,4.11,4.0,3,2,77.7,4.27,False
PRF003832,EMP00888,2023-H2,2023-12-31,4.11,4.0,6,5,83.4,4.55,True
PRF003833,EMP00888,2024-H1,2024-06-30,4.2,4.0,5,4,74.4,3.96,False
PRF003834,EMP00888,2024-H2,2024-12-31,4.23,4.0,6,5,78.0,4.38,True
PRF003835,EMP00888,2025-H1,2025-06-30,3.94,4.0,4,3,80.4,4.57,False
PRF003836,EMP00889,2024-H2,2024-12-31,3.58,4.0,4,3,65.4,3.87,True
PRF003837,EMP00889,2025-H1,2025-06-30,3.49,3.0,3,2,64.6,3.36,False
PRF003838,EMP00890,2023-H1,2023-06-30,2.84,4.0,4,3,67.7,2.13,True
PRF003839,EMP00890,2023-H2,2023-12-31,3.09,2.0,4,3,72.7,2.76,True
PRF003840,EMP00890,2024-H1,2024-06-30,2.94,3.0,6,4,58.5,2.99,True
PRF003841,EMP00890,2024-H2,2024-12-31,3.07,3.0,5,4,71.6,3.5,True
PRF003842,EMP00890,2025-H1,2025-06-30,3.08,3.0,6,4,74.7,3.45,False
PRF003843,EMP00891,2023-H1,2023-06-30,2.51,2.0,6,3,50.9,2.65,True
PRF003844,EMP00891,2023-H2,2023-12-31,2.71,3.0,4,2,47.3,3.27,True
PRF003845,EMP00891,2024-H1,2024-06-30,2.66,3.0,7,4,58.1,2.33,True
PRF003846,EMP00891,2024-H2,2024-12-31,2.57,3.0,5,3,52.2,2.63,False
PRF003847,EMP00891,2025-H1,2025-06-30,2.61,3.0,7,4,59.9,3.15,False
PRF003848,EMP00892,2023-H1,2023-06-30,2.4,3.0,4,2,40.5,2.45,True
PRF003849,EMP00892,2023-H2,2023-12-31,2.36,3.0,7,3,49.3,2.94,True
PRF003850,EMP00892,2024-H1,2024-06-30,2.37,2.0,5,3,68.7,3.05,True
PRF003851,EMP00892,2024-H2,2024-12-31,2.33,2.0,7,3,39.8,2.25,False
PRF003852,EMP00892,2025-H1,2025-06-30,2.28,2.0,5,2,45.6,2.9,False
PRF003853,EMP00893,2023-H2,2023-12-31,3.14,4.0,7,4,51.2,2.97,False
PRF003854,EMP00893,2024-H1,2024-06-30,3.22,3.0,4,2,54.0,2.9,False
PRF003855,EMP00893,2024-H2,2024-12-31,3.29,4.0,3,2,70.2,3.5,False
PRF003856,EMP00893,2025-H1,2025-06-30,3.3,2.0,5,3,68.9,3.27,False
PRF003857,EMP00894,2024-H2,2024-12-31,3.82,4.0,4,3,63.0,4.49,False
PRF003858,EMP00894,2025-H1,2025-06-30,3.84,4.0,5,4,78.4,3.83,False
PRF003859,EMP00895,2023-H1,2023-06-30,3.19,3.0,6,3,56.6,3.62,True
PRF003860,EMP00895,2023-H2,2023-12-31,3.24,3.0,5,3,68.4,3.01,True
PRF003861,EMP00895,2024-H1,2024-06-30,3.55,4.0,4,3,67.9,3.23,True
PRF003862,EMP00895,2024-H2,2024-12-31,3.69,3.0,7,5,74.6,3.7,True
PRF003863,EMP00895,2025-H1,2025-06-30,4.04,4.0,7,6,84.7,4.3,True
PRF003864,EMP00896,2023-H1,2023-06-30,3.52,,4,3,76.8,4.35,False
PRF003865,EMP00896,2023-H2,2023-12-31,3.49,3.0,3,2,66.0,3.66,True
PRF003866,EMP00896,2024-H1,2024-06-30,3.44,4.0,6,5,81.1,3.01,True
PRF003867,EMP00896,2024-H2,2024-12-31,3.64,4.0,3,2,73.9,4.08,True
PRF003868,EMP00896,2025-H1,2025-06-30,3.72,4.0,7,5,65.6,3.66,True
PRF003869,EMP00897,2024-H2,2024-12-31,3.54,3.0,5,3,68.9,3.07,True
PRF003870,EMP00897,2025-H1,2025-06-30,3.53,3.0,3,2,69.8,3.12,False
PRF003871,EMP00898,2023-H1,2023-06-30,2.33,3.0,3,2,56.9,1.78,True
PRF003872,EMP00898,2023-H2,2023-12-31,2.53,2.0,5,3,57.9,2.08,True
PRF003873,EMP00898,2024-H1,2024-06-30,2.54,4.0,6,3,46.9,2.2,False
PRF003874,EMP00898,2024-H2,2024-12-31,2.78,3.0,5,3,60.2,2.92,True
PRF003875,EMP00898,2025-H1,2025-06-30,2.82,3.0,6,3,56.4,3.22,True
PRF003876,EMP00899,2023-H1,2023-06-30,3.42,4.0,7,5,65.7,3.93,False
PRF003877,EMP00899,2023-H2,2023-12-31,3.57,4.0,5,3,61.7,3.56,True
PRF003878,EMP00899,2024-H1,2024-06-30,3.9,3.0,5,4,76.3,3.85,True
PRF003879,EMP00899,2024-H2,2024-12-31,4.09,4.0,4,4,87.8,4.66,True
PRF003880,EMP00899,2025-H1,2025-06-30,4.22,4.0,4,3,82.9,3.96,True
PRF003881,EMP00900,2023-H1,2023-06-30,2.19,3.0,5,2,30.8,2.46,True
PRF003882,EMP00900,2023-H2,2023-12-31,2.2,2.0,4,2,37.8,1.87,False
PRF003883,EMP00900,2024-H1,2024-06-30,2.13,2.0,7,2,30.0,1.45,True
PRF003884,EMP00900,2024-H2,2024-12-31,2.2,3.0,3,2,52.9,1.69,False
PRF003885,EMP00900,2025-H1,2025-06-30,2.08,,3,1,30.5,1.24,True
PRF003886,EMP00901,2024-H1,2024-06-30,3.1,3.0,4,2,59.5,3.17,True
PRF003887,EMP00901,2024-H2,2024-12-31,3.03,4.0,5,2,48.1,2.76,False
PRF003888,EMP00901,2025-H1,2025-06-30,2.85,4.0,5,3,68.2,3.04,False
PRF003889,EMP00902,2024-H2,2024-12-31,3.66,,5,4,80.8,4.36,False
PRF003890,EMP00902,2025-H1,2025-06-30,3.85,4.0,6,4,63.4,4.36,True
PRF003891,EMP00903,2023-H1,2023-06-30,3.98,4.0,4,3,69.7,4.21,True
PRF003892,EMP00903,2023-H2,2023-12-31,4.13,4.0,5,4,84.7,4.23,True
PRF003893,EMP00903,2024-H1,2024-06-30,4.15,4.0,7,6,87.1,3.7,False
PRF003894,EMP00903,2024-H2,2024-12-31,4.02,4.0,6,5,85.0,4.19,False
PRF003895,EMP00903,2025-H1,2025-06-30,4.26,5.0,6,6,96.2,5.0,True
PRF003896,EMP00904,2024-H1,2024-06-30,3.03,3.0,4,2,50.2,3.54,True
PRF003897,EMP00904,2024-H2,2024-12-31,3.05,,7,4,60.6,3.46,False
PRF003898,EMP00904,2025-H1,2025-06-30,2.89,3.0,3,2,59.4,2.6,True
PRF003899,EMP00905,2023-H1,2023-06-30,2.91,,7,4,62.4,2.77,False
PRF003900,EMP00905,2023-H2,2023-12-31,2.9,3.0,6,3,51.4,3.44,False
PRF003901,EMP00905,2024-H1,2024-06-30,2.9,3.0,4,3,63.1,3.62,False
PRF003902,EMP00905,2024-H2,2024-12-31,3.06,3.0,5,3,58.5,3.57,True
PRF003903,EMP00905,2025-H1,2025-06-30,3.33,4.0,7,5,73.2,2.41,True
PRF003904,EMP00906,2023-H1,2023-06-30,2.89,3.0,3,2,58.4,2.77,False
PRF003905,EMP00906,2023-H2,2023-12-31,2.85,3.0,5,3,58.4,2.86,False
PRF003906,EMP00906,2024-H1,2024-06-30,3.14,4.0,5,3,65.6,2.25,True
PRF003907,EMP00906,2024-H2,2024-12-31,3.26,3.0,6,3,53.8,3.66,True
PRF003908,EMP00906,2025-H1,2025-06-30,3.29,3.0,6,5,78.0,2.91,False
PRF003909,EMP00907,2023-H1,2023-06-30,3.98,4.0,4,2,62.0,4.14,True
PRF003910,EMP00907,2023-H2,2023-12-31,4.2,4.0,3,3,89.2,3.93,True
PRF003911,EMP00907,2024-H1,2024-06-30,4.39,5.0,7,6,87.7,4.83,True
PRF003912,EMP00907,2024-H2,2024-12-31,4.3,5.0,7,6,86.5,3.48,True
PRF003913,EMP00907,2025-H1,2025-06-30,4.31,5.0,5,4,80.9,4.09,False
PRF003914,EMP00908,2025-H1,2025-06-30,2.93,3.0,7,6,79.3,2.75,False
PRF003915,EMP00909,2023-H2,2023-12-31,3.73,4.0,7,5,75.9,4.15,True
PRF003916,EMP00909,2024-H1,2024-06-30,4.22,5.0,4,3,85.0,4.65,True
PRF003917,EMP00909,2024-H2,2024-12-31,4.36,4.0,5,4,80.6,4.89,False
PRF003918,EMP00909,2025-H1,2025-06-30,4.53,5.0,5,4,75.7,4.72,False
PRF003919,EMP00910,2023-H1,2023-06-30,3.3,4.0,3,2,71.9,3.2,True
PRF003920,EMP00910,2023-H2,2023-12-31,3.43,4.0,5,4,86.7,2.54,False
PRF003921,EMP00910,2024-H1,2024-06-30,3.38,3.0,3,2,66.7,3.33,False
PRF003922,EMP00910,2024-H2,2024-12-31,3.5,4.0,3,2,69.4,2.83,True
PRF003923,EMP00910,2025-H1,2025-06-30,3.51,3.0,4,3,74.9,3.84,False
PRF003924,EMP00911,2024-H1,2024-06-30,3.33,3.0,6,4,73.4,4.04,True
PRF003925,EMP00911,2024-H2,2024-12-31,3.14,4.0,4,2,53.2,3.54,False
PRF003926,EMP00911,2025-H1,2025-06-30,3.09,3.0,6,5,76.6,2.29,False
PRF003927,EMP00912,2023-H1,2023-06-30,3.77,3.0,5,3,69.3,4.7,False
PRF003928,EMP00912,2023-H2,2023-12-31,3.9,4.0,6,5,85.0,3.32,True
PRF003929,EMP00912,2024-H1,2024-06-30,4.24,4.0,3,2,69.9,5.0,True
PRF003930,EMP00912,2024-H2,2024-12-31,4.62,5.0,7,6,86.2,4.15,True
PRF003931,EMP00912,2025-H1,2025-06-30,4.88,5.0,5,5,100.0,5.0,True
PRF003932,EMP00913,2023-H1,2023-06-30,3.23,3.0,4,3,70.1,3.8,False
PRF003933,EMP00913,2023-H2,2023-12-31,3.38,3.0,3,2,71.5,3.04,True
PRF003934,EMP00913,2024-H1,2024-06-30,3.35,3.0,7,5,64.9,4.14,False
PRF003935,EMP00913,2024-H2,2024-12-31,3.52,4.0,6,4,67.9,3.13,True
PRF003936,EMP00913,2025-H1,2025-06-30,3.76,3.0,7,6,82.1,3.65,True
PRF003937,EMP00914,2023-H1,2023-06-30,2.32,3.0,3,1,35.0,3.06,True
PRF003938,EMP00914,2023-H2,2023-12-31,2.39,3.0,5,2,45.8,3.35,True
PRF003939,EMP00914,2024-H1,2024-06-30,2.27,2.0,7,3,39.7,2.83,False
PRF003940,EMP00914,2024-H2,2024-12-31,2.44,2.0,6,4,60.0,1.98,True
PRF003941,EMP00914,2025-H1,2025-06-30,2.5,2.0,3,1,36.6,2.9,False
PRF003942,EMP00915,2023-H1,2023-06-30,2.57,3.0,7,4,55.0,2.87,True
PRF003943,EMP00915,2023-H2,2023-12-31,2.54,3.0,3,2,52.8,2.61,False
PRF003944,EMP00915,2024-H1,2024-06-30,2.8,3.0,3,1,47.0,2.48,True
PRF003945,EMP00915,2024-H2,2024-12-31,2.76,2.0,6,3,55.0,3.33,False
PRF003946,EMP00915,2025-H1,2025-06-30,2.82,3.0,6,4,60.6,3.04,False
PRF003947,EMP00916,2023-H1,2023-06-30,3.57,4.0,6,4,69.4,4.0,True
PRF003948,EMP00916,2023-H2,2023-12-31,3.77,4.0,6,5,86.5,3.17,True
PRF003949,EMP00916,2024-H1,2024-06-30,3.71,3.0,6,5,80.3,4.41,False
PRF003950,EMP00916,2024-H2,2024-12-31,3.85,4.0,6,4,66.0,2.87,False
PRF003951,EMP00916,2025-H1,2025-06-30,3.91,3.0,3,3,90.6,3.08,True
PRF003952,EMP00917,2023-H1,2023-06-30,3.31,3.0,3,2,78.1,3.5,True
PRF003953,EMP00917,2023-H2,2023-12-31,3.47,3.0,5,3,62.1,4.14,False
PRF003954,EMP00917,2024-H1,2024-06-30,3.55,3.0,5,3,66.0,4.13,True
PRF003955,EMP00917,2024-H2,2024-12-31,3.91,5.0,7,5,67.8,3.92,True
PRF003956,EMP00917,2025-H1,2025-06-30,4.21,5.0,5,4,87.9,5.0,True
PRF003957,EMP00918,2023-H1,2023-06-30,3.46,2.0,3,2,69.0,4.37,True
PRF003958,EMP00918,2023-H2,2023-12-31,3.64,3.0,3,2,71.3,4.21,True
PRF003959,EMP00918,2024-H1,2024-06-30,3.63,3.0,5,4,76.9,3.41,False
PRF003960,EMP00918,2024-H2,2024-12-31,3.8,4.0,3,2,78.0,3.03,True
PRF003961,EMP00918,2025-H1,2025-06-30,3.94,4.0,5,4,75.5,5.0,True
PRF003962,EMP00919,2023-H1,2023-06-30,2.97,3.0,7,4,56.0,3.3,False
PRF003963,EMP00919,2023-H2,2023-12-31,2.79,3.0,3,2,61.0,2.41,False
PRF003964,EMP00919,2024-H1,2024-06-30,2.66,3.0,5,3,52.5,2.71,False
PRF003965,EMP00919,2024-H2,2024-12-31,2.93,3.0,5,2,49.4,2.92,True
PRF003966,EMP00919,2025-H1,2025-06-30,2.74,3.0,4,3,63.0,2.47,False
PRF003967,EMP00920,2023-H1,2023-06-30,3.38,4.0,5,3,63.1,4.11,False
PRF003968,EMP00920,2023-H2,2023-12-31,3.46,4.0,5,4,74.8,3.81,True
PRF003969,EMP00920,2024-H1,2024-06-30,3.64,4.0,6,4,71.0,2.64,True
PRF003970,EMP00920,2024-H2,2024-12-31,3.79,4.0,5,4,72.8,3.52,True
PRF003971,EMP00920,2025-H1,2025-06-30,3.94,4.0,5,5,93.2,3.58,False
PRF003972,EMP00921,2023-H1,2023-06-30,3.21,3.0,6,3,57.1,3.05,True
PRF003973,EMP00921,2023-H2,2023-12-31,3.37,3.0,7,5,74.8,3.42,False
PRF003974,EMP00921,2024-H1,2024-06-30,3.57,,3,2,67.6,3.29,True
PRF003975,EMP00921,2024-H2,2024-12-31,3.83,4.0,3,2,71.2,4.18,True
PRF003976,EMP00921,2025-H1,2025-06-30,3.91,4.0,4,3,70.6,2.82,True
PRF003977,EMP00922,2024-H2,2024-12-31,4.63,4.0,4,3,87.4,4.45,True
PRF003978,EMP00922,2025-H1,2025-06-30,4.67,5.0,4,4,96.4,4.96,False
PRF003979,EMP00923,2024-H1,2024-06-30,3.21,4.0,7,5,72.2,3.13,True
PRF003980,EMP00923,2024-H2,2024-12-31,3.34,4.0,4,3,77.5,3.75,True
PRF003981,EMP00923,2025-H1,2025-06-30,3.4,3.0,6,4,65.4,3.81,True
PRF003982,EMP00924,2023-H2,2023-12-31,3.02,3.0,7,5,67.8,2.91,True
PRF003983,EMP00924,2024-H1,2024-06-30,2.94,2.0,4,2,60.4,2.94,False
PRF003984,EMP00924,2024-H2,2024-12-31,3.01,2.0,3,2,61.8,3.22,True
PRF003985,EMP00924,2025-H1,2025-06-30,2.86,3.0,4,2,59.2,2.96,False
PRF003986,EMP00925,2023-H1,2023-06-30,2.98,3.0,5,3,63.1,2.77,True
PRF003987,EMP00925,2023-H2,2023-12-31,3.06,3.0,4,2,59.4,4.74,True
PRF003988,EMP00925,2024-H1,2024-06-30,3.24,4.0,7,4,63.8,3.24,True
PRF003989,EMP00925,2024-H2,2024-12-31,3.3,4.0,6,4,65.8,2.62,True
PRF003990,EMP00925,2025-H1,2025-06-30,3.36,3.0,3,2,65.5,2.88,False
PRF003991,EMP00926,2023-H2,2023-12-31,3.01,3.0,7,4,55.5,3.12,False
PRF003992,EMP00926,2024-H1,2024-06-30,3.07,3.0,7,4,57.3,3.29,True
PRF003993,EMP00926,2024-H2,2024-12-31,3.19,4.0,5,4,76.4,2.62,True
PRF003994,EMP00926,2025-H1,2025-06-30,3.24,3.0,6,5,80.7,3.0,True
PRF003995,EMP00927,2023-H1,2023-06-30,3.97,4.0,4,4,100.0,4.37,True
PRF003996,EMP00927,2023-H2,2023-12-31,3.82,4.0,4,3,87.1,3.85,True
PRF003997,EMP00927,2024-H1,2024-06-30,3.87,4.0,5,4,79.3,4.25,False
PRF003998,EMP00927,2024-H2,2024-12-31,4.02,4.0,5,4,85.0,3.99,True
PRF003999,EMP00927,2025-H1,2025-06-30,4.19,4.0,5,5,92.0,4.99,True
PRF004000,EMP00928,2023-H1,2023-06-30,3.26,3.0,7,4,63.4,3.56,True
PRF004001,EMP00928,2023-H2,2023-12-31,3.25,3.0,7,5,65.1,2.81,True
PRF004002,EMP00928,2024-H1,2024-06-30,3.4,3.0,4,3,64.3,3.02,True
PRF004003,EMP00928,2024-H2,2024-12-31,3.39,4.0,7,5,73.2,2.5,False
PRF004004,EMP00928,2025-H1,2025-06-30,3.26,4.0,6,4,63.1,3.59,False
PRF004005,EMP00929,2023-H1,2023-06-30,2.37,2.0,3,1,48.4,2.2,True
PRF004006,EMP00929,2023-H2,2023-12-31,2.26,2.0,7,3,49.6,1.98,False
PRF004007,EMP00929,2024-H1,2024-06-30,2.39,2.0,3,1,38.6,2.96,True
PRF004008,EMP00929,2024-H2,2024-12-31,2.58,3.0,3,1,48.7,3.47,True
PRF004009,EMP00929,2025-H1,2025-06-30,2.53,2.0,4,2,53.7,2.78,False
PRF004010,EMP00930,2023-H1,2023-06-30,3.44,4.0,7,5,70.1,3.71,False
PRF004011,EMP00930,2023-H2,2023-12-31,3.57,3.0,7,5,75.4,2.53,False
PRF004012,EMP00930,2024-H1,2024-06-30,3.73,4.0,6,4,71.4,4.58,False
PRF004013,EMP00930,2024-H2,2024-12-31,3.91,3.0,3,3,84.2,4.5,True
PRF004014,EMP00930,2025-H1,2025-06-30,3.89,4.0,7,5,68.4,4.35,True
PRF004015,EMP00931,2025-H1,2025-06-30,4.11,4.0,7,6,89.0,4.59,False
PRF004016,EMP00932,2023-H1,2023-06-30,3.09,3.0,6,4,72.3,4.14,True
PRF004017,EMP00932,2023-H2,2023-12-31,3.0,3.0,3,2,65.6,3.33,True
PRF004018,EMP00932,2024-H1,2024-06-30,3.2,4.0,6,4,65.0,3.39,True
PRF004019,EMP00932,2024-H2,2024-12-31,3.35,4.0,4,3,65.8,3.4,True
PRF004020,EMP00932,2025-H1,2025-06-30,3.62,4.0,4,3,73.6,2.89,True
PRF004021,EMP00933,2024-H1,2024-06-30,2.5,2.0,4,2,43.5,2.47,True
PRF004022,EMP00933,2024-H2,2024-12-31,2.68,3.0,3,1,43.4,2.56,True
PRF004023,EMP00933,2025-H1,2025-06-30,2.78,3.0,4,2,54.2,2.58,False
PRF004024,EMP00934,2023-H1,2023-06-30,4.13,4.0,5,4,70.4,4.36,True
PRF004025,EMP00934,2023-H2,2023-12-31,4.34,5.0,4,3,74.0,4.61,True
PRF004026,EMP00934,2024-H1,2024-06-30,4.78,,3,3,100.0,4.64,True
PRF004027,EMP00934,2024-H2,2024-12-31,4.71,5.0,5,5,100.0,4.36,False
PRF004028,EMP00934,2025-H1,2025-06-30,4.72,5.0,4,4,100.0,4.43,True
PRF004029,EMP00935,2024-H2,2024-12-31,3.47,4.0,3,2,60.8,3.09,True
PRF004030,EMP00935,2025-H1,2025-06-30,3.49,3.0,7,5,71.2,3.72,True
PRF004031,EMP00936,2023-H1,2023-06-30,3.45,3.0,3,2,70.5,2.29,True
PRF004032,EMP00936,2023-H2,2023-12-31,3.51,4.0,3,2,68.2,3.57,True
PRF004033,EMP00936,2024-H1,2024-06-30,3.73,4.0,7,6,82.0,4.09,True
PRF004034,EMP00936,2024-H2,2024-12-31,3.72,4.0,6,5,84.2,3.04,False
PRF004035,EMP00936,2025-H1,2025-06-30,3.79,3.0,7,5,67.3,4.61,True
PRF004036,EMP00937,2024-H1,2024-06-30,3.36,3.0,6,4,70.9,2.88,False
PRF004037,EMP00937,2024-H2,2024-12-31,3.35,3.0,3,2,55.2,4.29,True
PRF004038,EMP00937,2025-H1,2025-06-30,3.28,3.0,7,5,70.0,3.28,False
PRF004039,EMP00938,2023-H1,2023-06-30,2.61,2.0,3,2,53.9,2.43,False
PRF004040,EMP00938,2023-H2,2023-12-31,2.69,2.0,4,2,46.4,3.62,True
PRF004041,EMP00938,2024-H1,2024-06-30,2.83,3.0,5,4,70.8,2.77,False
PRF004042,EMP00938,2024-H2,2024-12-31,3.09,3.0,3,2,59.9,3.24,True
PRF004043,EMP00938,2025-H1,2025-06-30,3.31,3.0,5,4,75.1,2.92,True
PRF004044,EMP00939,2024-H2,2024-12-31,2.85,,4,3,63.4,3.0,True
PRF004045,EMP00939,2025-H1,2025-06-30,2.76,3.0,4,3,62.8,3.19,True
PRF004046,EMP00940,2023-H1,2023-06-30,3.42,4.0,6,4,71.7,3.03,True
PRF004047,EMP00940,2023-H2,2023-12-31,3.44,4.0,3,2,73.2,3.17,True
PRF004048,EMP00940,2024-H1,2024-06-30,3.64,4.0,6,5,75.0,3.64,False
PRF004049,EMP00940,2024-H2,2024-12-31,3.65,4.0,4,3,76.6,3.26,True
