employee_id,department,country,job_level,gender,age,hire_date,tenure_days_as_of_2025_06_30,annual_salary_usd,manager_id,is_remote,employment_status
EMP00749,Customer Support,USA,Individual Contributor,Female,25,2024-04-13,443,50900.0,EMP02250,True,Active
EMP00750,Operations,UAE,Manager,Male,25,2021-01-18,1624,93900.0,EMP01418,False,Active
EMP00751,Sales,Germany,Manager,Male,22,2024-11-15,227,93700.0,EMP01327,False,Active
EMP00752,Engineering,USA,Individual Contributor,Male,28,2020-11-02,1701,49500.0,EMP02238,True,Active
EMP00753,Sales,USA,Manager,Female,25,2020-08-06,1789,99500.0,EMP01838,False,Active
EMP00754,Engineering,India,Manager,Female,23,2023-09-20,649,49900.0,EMP00827,False,Active
EMP00755,Customer Support,UAE,Senior IC,Male,27,2025-04-16,75,59400.0,EMP01676,False,Active
EMP00756,Sales,USA,Manager,Female,29,2020-04-01,1916,111400.0,EMP02703,False,Active
EMP00757,Engineering,USA,Individual Contributor,Female,24,2018-09-08,2487,54500.0,EMP01920,True,Active
EMP00758,Operations,India,Individual Contributor,Female,35,2018-12-26,2378,27200.0,EMP02783,False,Active
EMP00759,Sales,Canada,Individual Contributor,Male,33,2018-11-06,2428,49700.0,EMP01774,False,Active
EMP00760,Engineering,USA,Senior IC,Female,21,2024-08-10,324,79200.0,EMP01433,False,Active
EMP00761,Customer Support,Canada,Individual Contributor,Male,26,2022-08-28,1037,40700.0,EMP02593,True,Active
EMP00762,Sales,Canada,Senior Manager,Male,25,2022-03-11,1207,107400.0,EMP00750,False,Active
EMP00763,Sales,Germany,Individual Contributor,Male,30,2022-07-14,1082,52600.0,EMP02187,False,Active
EMP00764,Sales,UAE,Individual Contributor,Female,27,2021-03-10,1573,46400.0,EMP02206,False,Active
EMP00765,Operations,Brazil,Senior IC,Female,25,2024-05-07,419,42000.0,EMP00984,False,Active
EMP00766,Sales,India,Individual Contributor,Female,24,2024-11-21,221,23100.0,EMP00916,False,Active
EMP00767,Sales,Germany,Team Lead,Male,21,2025-01-25,156,78800.0,EMP00296,False,Active
EMP00768,Sales,UAE,Individual Contributor,Male,35,2020-03-05,1943,44500.0,EMP00552,False,Active
EMP00769,Sales,UAE,Director,Female,28,2024-08-13,321,144400.0,,False,Terminated
EMP00770,Customer Support,Brazil,Team Lead,,24,2022-07-19,1077,46900.0,EMP02142,False,Terminated
EMP00771,Sales,Canada,Individual Contributor,Female,27,2023-10-14,625,49800.0,EMP00455,False,Active
EMP00772,Engineering,India,Individual Contributor,Female,30,2023-09-21,648,26200.0,EMP01785,True,Terminated
EMP00773,Customer Support,UAE,Individual Contributor,Male,27,2023-02-25,856,50600.0,EMP00412,True,Active
EMP00774,Operations,UAE,Senior Manager,Female,33,2023-08-29,671,127300.0,EMP02721,False,Active
EMP00775,Sales,USA,Team Lead,Female,37,2024-11-21,221,81700.0,EMP02367,True,Active
EMP00776,Operations,USA,Senior IC,Female,26,2023-02-24,857,75000.0,EMP01023,False,Active
EMP00777,Customer Support,Germany,Individual Contributor,Female,24,2024-01-22,525,53600.0,EMP02568,False,Active
EMP00778,Sales,UAE,Manager,Female,22,2024-02-12,504,94500.0,EMP00798,False,Active
EMP00779,Customer Support,Germany,Individual Contributor,Female,24,2017-06-01,2951,48800.0,EMP02221,True,Active
EMP00780,Operations,Brazil,Team Lead,Female,30,2024-09-28,275,47800.0,EMP02232,False,Active
EMP00781,Sales,USA,Team Lead,Female,25,2023-03-27,826,78300.0,EMP01505,True,Active
EMP00782,Operations,Germany,Individual Contributor,Male,31,2022-05-12,1145,50300.0,EMP02435,False,Active
EMP00783,Engineering,India,Senior IC,,37,2017-05-30,2953,31600.0,EMP03309,True,Active
EMP00784,Customer Support,USA,Individual Contributor,Female,21,2024-06-14,381,57400.0,EMP01433,False,Active
EMP00785,Operations,Canada,Individual Contributor,Male,27,2019-03-16,2298,43700.0,EMP01000,False,Active
EMP00786,Engineering,USA,Senior Manager,Female,34,2023-03-01,852,137500.0,EMP01527,False,Active
EMP00787,Customer Support,Canada,Team Lead,Male,27,2023-02-05,876,80000.0,EMP01979,False,Active
EMP00788,Engineering,USA,Manager,Male,26,2021-05-12,1510,109900.0,EMP00458,False,Active
EMP00789,Customer Support,Canada,Senior IC,Female,27,2018-07-23,2534,61700.0,EMP03350,False,Active
EMP00790,Customer Support,India,Individual Contributor,Female,26,2023-09-03,666,26000.0,EMP01620,True,Active
EMP00791,Sales,USA,Team Lead,Male,34,2022-03-12,1206,98200.0,EMP03360,True,Active
EMP00792,Engineering,USA,Senior IC,Female,30,2022-07-04,1092,72200.0,EMP03354,False,Terminated
EMP00793,Engineering,USA,Individual Contributor,Female,28,2022-08-11,1054,55300.0,EMP00236,False,Active
EMP00794,Sales,India,Individual Contributor,Male,35,2020-11-14,1689,25200.0,EMP00418,False,Terminated
EMP00795,Sales,UAE,Senior IC,Male,32,2023-12-22,556,66800.0,EMP00638,False,Active
EMP00796,Engineering,Germany,Team Lead,Male,28,2023-06-21,740,82400.0,EMP01979,True,Active
EMP00797,Sales,India,Individual Contributor,Male,36,2024-11-14,228,24800.0,EMP01242,True,Active
EMP00798,Sales,India,Manager,Male,27,2021-07-31,1430,52300.0,EMP00070,False,Active
EMP00799,Customer Support,India,Individual Contributor,Male,32,2022-09-15,1019,25900.0,EMP01969,False,Active
EMP00800,Customer Support,Brazil,Individual Contributor,Male,30,2018-09-01,2494,32000.0,EMP01133,False,Active
EMP00801,Customer Support,India,Individual Contributor,Male,29,2024-06-22,373,26300.0,EMP02947,False,Active
EMP00802,Engineering,Brazil,Manager,Non-binary,32,2016-10-03,3192,50700.0,EMP02652,True,Active
EMP00803,Operations,Canada,Individual Contributor,Male,31,2021-02-15,1596,49900.0,EMP02953,True,Active
EMP00804,Customer Support,Germany,Senior IC,Male,38,2021-04-02,1550,78000.0,EMP01978,False,Active
EMP00805,Sales,USA,Individual Contributor,Male,30,2023-10-26,613,60500.0,EMP02415,False,Active
EMP00806,Sales,USA,Team Lead,Male,29,2023-04-23,799,81800.0,EMP00286,False,Active
EMP00807,Customer Support,India,Team Lead,Female,23,2023-07-31,700,42000.0,EMP02645,False,Active
EMP00808,Sales,Germany,Individual Contributor,Male,31,2019-06-16,2206,50300.0,EMP01554,False,Active
EMP00809,Engineering,Canada,Senior Manager,Female,21,2024-12-19,193,117800.0,EMP00014,False,Active
EMP00810,Operations,India,Individual Contributor,Female,30,2023-01-23,889,27200.0,EMP00281,True,Active
EMP00811,Sales,India,Individual Contributor,Female,31,2022-11-28,945,25700.0,EMP01075,False,Active
EMP00812,Sales,UAE,Senior IC,Male,26,2023-08-19,681,57200.0,EMP01305,True,Active
EMP00813,Operations,USA,Team Lead,Male,32,2024-03-27,460,96500.0,EMP00745,True,Active
EMP00814,Customer Support,UAE,Individual Contributor,,31,2025-03-23,99,41500.0,EMP02668,False,Active
EMP00815,Sales,USA,Senior IC,Female,28,2023-01-13,899,70000.0,EMP01544,False,Active
EMP00816,Operations,India,Individual Contributor,Female,31,2021-08-02,1428,24000.0,EMP00919,True,Active
EMP00817,Operations,Canada,Senior IC,Female,25,2022-09-14,1020,68200.0,EMP02354,False,Active
EMP00818,Engineering,UAE,Senior IC,Female,25,2024-03-27,460,62300.0,EMP01557,False,Active
EMP00819,Customer Support,UAE,Director,Male,23,2022-11-21,952,152600.0,,True,Active
EMP00820,Sales,Germany,Senior IC,Female,29,2018-08-13,2513,64000.0,EMP01748,False,Active
EMP00821,Sales,UAE,Senior IC,Female,26,2023-12-02,576,55600.0,EMP02622,True,Active
EMP00822,Customer Support,India,Senior IC,Female,21,2022-05-28,1129,34500.0,EMP02987,False,Active
EMP00823,Sales,India,Individual Contributor,,30,2022-02-02,1244,26000.0,EMP00281,False,Active
EMP00824,Customer Support,USA,Individual Contributor,Male,29,2024-09-07,296,56100.0,EMP00455,False,Active
EMP00825,Operations,USA,Director,Female,27,2023-05-22,770,149300.0,,False,Active
EMP00826,Sales,India,Individual Contributor,Female,21,2023-05-15,777,27400.0,EMP01908,False,Active
EMP00827,Customer Support,USA,Team Lead,Male,26,2022-10-13,991,83300.0,EMP00856,True,Active
EMP00828,Sales,Brazil,Individual Contributor,Female,25,2019-08-03,2158,27300.0,EMP00115,False,Active
EMP00829,Operations,UAE,Manager,Male,23,2024-07-04,361,98700.0,EMP03338,False,Terminated
EMP00830,Sales,Canada,Individual Contributor,Male,36,2019-05-07,2246,39600.0,EMP00340,True,Active
EMP00831,Customer Support,USA,Senior Manager,Male,21,2021-05-20,1502,139200.0,EMP01593,False,Active
EMP00832,Engineering,Canada,Team Lead,Male,30,2016-08-08,3248,80000.0,EMP00781,True,Active
EMP00833,Engineering,USA,Individual Contributor,Female,28,2025-02-12,138,51600.0,EMP01378,False,Active
EMP00834,Customer Support,India,Team Lead,Female,22,2025-04-24,67,41400.0,EMP02501,False,Active
EMP00835,Customer Support,UAE,Senior IC,Female,33,2013-06-14,4399,67800.0,EMP01775,False,Active
EMP00836,Engineering,USA,Individual Contributor,Female,33,2024-09-19,284,63900.0,EMP00146,False,Active
EMP00837,Customer Support,USA,Individual Contributor,Female,27,2024-02-27,489,59900.0,EMP00317,False,Active
EMP00838,Operations,USA,Team Lead,Male,30,2024-02-24,492,103200.0,EMP03297,False,Active
EMP00839,Engineering,India,Team Lead,Male,30,2021-07-08,1453,40500.0,EMP00905,False,Active
EMP00840,Engineering,UAE,Individual Contributor,Female,27,2023-04-01,821,39800.0,EMP01483,False,Active
EMP00841,Sales,USA,Manager,Male,31,2023-12-24,554,108800.0,EMP02726,False,Active
EMP00842,Customer Support,USA,Individual Contributor,Female,40,2017-08-17,2874,58800.0,EMP02935,False,Active
EMP00843,Engineering,India,Individual Contributor,Female,21,2025-03-09,113,22500.0,EMP01002,False,Active
EMP00844,Engineering,USA,Senior IC,Female,30,2020-04-24,1893,69200.0,EMP00787,False,Active
EMP00845,Sales,Brazil,Individual Contributor,Male,27,2022-12-14,929,26900.0,EMP01509,False,Active
EMP00846,Operations,Canada,Individual Contributor,Male,24,2024-01-01,546,49400.0,EMP01190,False,Active
EMP00847,Engineering,Brazil,Senior IC,Male,30,2023-11-06,602,39700.0,EMP02435,False,Active
EMP00848,Customer Support,UAE,Individual Contributor,Female,28,2023-06-02,759,42800.0,EMP02535,True,Active
EMP00849,Sales,India,Individual Contributor,Female,34,2024-02-18,498,26800.0,EMP00925,True,Active
EMP00850,Operations,UAE,Team Lead,Male,34,2020-11-06,1697,67300.0,EMP01324,False,Active
EMP00851,Sales,USA,Senior IC,Female,32,2023-07-20,711,72200.0,EMP02547,True,Active
EMP00852,Sales,USA,Manager,Female,24,2021-04-16,1536,98200.0,EMP01773,True,Active
EMP00853,Operations,India,Senior IC,Female,23,2023-10-30,609,35300.0,EMP01919,False,Active
EMP00854,Operations,USA,Senior IC,Female,25,2022-06-11,1115,70000.0,EMP02822,False,Active
EMP00855,Sales,Canada,Individual Contributor,Male,33,2022-06-11,1115,50700.0,EMP02266,True,Active
EMP00856,Engineering,Brazil,Team Lead,Female,23,2022-10-20,984,46700.0,EMP02266,False,Active
EMP00857,Customer Support,Canada,Individual Contributor,Male,27,2019-03-21,2293,47100.0,EMP01677,False,Terminated
EMP00858,Operations,Germany,Individual Contributor,Male,27,2018-10-21,2444,57500.0,EMP02926,False,Active
EMP00859,Engineering,India,Manager,Female,40,2021-01-05,1637,53900.0,EMP00082,False,Active
EMP00860,Engineering,Brazil,Team Lead,Female,29,2020-01-10,1998,45400.0,EMP00308,True,Active
EMP00861,Customer Support,USA,Senior IC,Male,31,2021-03-06,1577,71300.0,EMP02365,False,Active
EMP00862,Customer Support,India,Individual Contributor,Male,22,2023-08-28,672,23900.0,EMP02111,False,Active
EMP00863,Customer Support,India,Individual Contributor,Male,31,2023-02-08,873,26300.0,EMP00989,False,Active
EMP00864,Engineering,Canada,Senior IC,Female,21,2025-02-10,140,66600.0,EMP02078,True,Active
EMP00865,Sales,Brazil,Team Lead,Male,22,2024-04-24,432,39600.0,EMP00395,False,Active
EMP00866,Operations,USA,Senior IC,Male,22,2024-09-17,286,66600.0,EMP02109,False,Active
EMP00867,Operations,India,Individual Contributor,Female,27,2024-01-05,542,25300.0,EMP01264,False,Active
EMP00868,Customer Support,India,Individual Contributor,Male,25,2022-04-08,1179,24100.0,EMP02049,False,Active
EMP00869,Sales,USA,Senior IC,Male,32,2023-09-17,652,75000.0,EMP01195,False,Terminated
EMP00870,Sales,Germany,Team Lead,Male,31,2020-09-12,1752,83100.0,EMP02517,False,Active
EMP00871,Customer Support,Germany,Individual Contributor,Female,23,2024-04-09,447,49900.0,EMP00412,True,Active
EMP00872,Sales,USA,Individual Contributor,Female,33,2021-06-04,1487,57600.0,EMP02952,True,Terminated
EMP00873,Operations,India,Individual Contributor,Female,24,2024-05-13,413,25200.0,EMP01727,True,Terminated
EMP00874,Engineering,USA,Individual Contributor,Male,28,2019-07-05,2187,55000.0,EMP00813,True,Active
EMP00875,Customer Support,India,Senior IC,Female,29,2024-04-10,446,32900.0,EMP03356,True,Active
EMP00876,Operations,USA,Individual Contributor,Female,21,2021-10-29,1340,56500.0,EMP00383,False,Active
EMP00877,Engineering,Brazil,Senior IC,Male,29,2023-12-23,555,39200.0,EMP01857,False,Active
EMP00878,Engineering,USA,Team Lead,Female,29,2018-02-21,2686,81100.0,EMP00269,True,Terminated
EMP00879,Customer Support,Canada,Director,Male,29,2018-05-04,2614,148100.0,,False,Active
EMP00880,Customer Support,USA,Senior Manager,Female,36,2021-11-29,1309,135300.0,EMP00582,False,Active
EMP00881,Engineering,India,Individual Contributor,Male,26,2021-12-17,1291,27000.0,EMP00904,True,Active
EMP00882,Customer Support,Germany,Individual Contributor,Female,33,2020-12-07,1666,51700.0,EMP02273,True,Active
EMP00883,Operations,USA,Individual Contributor,Female,30,2021-06-21,1470,52000.0,EMP03096,False,Active
EMP00884,Engineering,India,Team Lead,Male,31,2020-07-07,1819,45500.0,EMP01439,False,Terminated
EMP00885,Sales,UAE,Individual Contributor,Female,25,2024-04-19,437,47500.0,EMP00930,False,Active
EMP00886,Engineering,Canada,Individual Contributor,Female,26,2022-10-20,984,45200.0,EMP01229,True,Active
EMP00887,Engineering,Germany,Individual Contributor,Female,32,2023-11-19,589,45800.0,EMP03221,False,Active
EMP00888,Sales,USA,Individual Contributor,Male,35,2018-05-30,2588,52300.0,EMP03191,False,Active
EMP00889,Sales,Brazil,Team Lead,Female,23,2024-08-03,331,41300.0,EMP00457,True,Active
EMP00890,Customer Support,India,Senior IC,Female,28,2017-08-04,2887,36300.0,EMP03152,False,Active
EMP00891,Engineering,USA,Senior IC,Female,25,2022-10-07,997,81800.0,EMP02940,False,Active
EMP00892,Operations,Brazil,Senior Manager,Female,33,2020-06-18,1838,78900.0,EMP01863,True,Active
EMP00893,Sales,India,Individual Contributor,,31,2023-09-21,648,24100.0,EMP00915,False,Terminated
EMP00894,Sales,India,Individual Contributor,Female,28,2024-08-28,306,28100.0,EMP01570,True,Active
EMP00895,Customer Support,Germany,Individual Contributor,Male,25,2018-08-05,2521,50700.0,EMP02688,False,Active
EMP00896,Operations,Germany,Senior IC,Male,31,2021-09-08,1391,55200.0,EMP00975,False,Active
EMP00897,Sales,USA,Senior IC,Male,31,2024-07-05,360,72800.0,EMP01212,True,Active
EMP00898,Sales,Brazil,Individual Contributor,Male,28,2023-01-10,902,27800.0,EMP01573,False,Active
EMP00899,Sales,USA,Senior Manager,Female,35,2023-03-01,852,148800.0,EMP00246,True,Active
EMP00900,Engineering,Brazil,Individual Contributor,Non-binary,23,2021-10-11,1358,26800.0,EMP01427,True,Active
EMP00901,Engineering,UAE,Individual Contributor,Male,28,2024-04-20,436,47700.0,EMP00496,True,Active
EMP00902,Sales,Brazil,Senior IC,Male,21,2024-07-13,352,38700.0,EMP00022,False,Active
EMP00903,Sales,USA,Senior Manager,Female,32,2022-07-12,1084,120000.0,EMP01351,False,Active
EMP00904,Engineering,USA,Team Lead,Female,28,2024-03-29,458,85700.0,EMP02643,True,Active
EMP00905,Operations,India,Senior Manager,Male,39,2018-06-14,2573,72900.0,EMP03443,False,Active
EMP00906,Customer Support,India,Individual Contributor,Female,31,2020-10-13,1721,26000.0,EMP01514,False,Active
EMP00907,Engineering,Canada,Senior IC,Male,28,2020-11-16,1687,69700.0,EMP02629,False,Active
EMP00908,Sales,Germany,Manager,Female,23,2025-02-14,136,106500.0,EMP00788,True,Active
EMP00909,Sales,UAE,Senior IC,Male,25,2023-08-31,669,59500.0,EMP02224,False,Active
EMP00910,Sales,USA,Individual Contributor,Female,25,2023-05-10,782,49500.0,EMP02317,False,Active
EMP00911,Customer Support,Germany,Director,Female,31,2024-05-29,397,143000.0,,True,Terminated
EMP00912,Operations,USA,Individual Contributor,Female,34,2021-06-17,1474,61600.0,EMP01544,False,Active
EMP00913,Operations,Brazil,Individual Contributor,Male,22,2021-10-29,1340,29100.0,EMP02336,False,Active
EMP00914,Operations,USA,Manager,Male,29,2021-01-01,1641,94100.0,EMP01096,False,Active
EMP00915,Operations,USA,Manager,Male,30,2020-02-05,1972,116500.0,EMP02100,False,Active
EMP00916,Operations,Brazil,Director,Male,27,2020-04-11,1906,77100.0,,False,Active
EMP00917,Sales,India,Manager,Male,39,2013-03-05,4500,48800.0,EMP01850,False,Active
EMP00918,Sales,USA,Individual Contributor,Male,33,2022-11-12,961,55600.0,EMP00204,False,Active
EMP00919,Engineering,USA,Senior Manager,Male,30,2023-03-11,842,163100.0,EMP01538,True,Active
EMP00920,Engineering,India,Senior IC,Male,34,2021-07-01,1460,38100.0,EMP01754,False,Active
EMP00921,Sales,Germany,Senior IC,Male,28,2019-06-14,2208,65600.0,EMP02896,False,Active
EMP00922,Operations,USA,Individual Contributor,Female,25,2024-11-19,223,55300.0,EMP01308,False,Active
EMP00923,Customer Support,India,Manager,Male,23,2024-02-02,514,56100.0,EMP00021,False,Active
EMP00924,Engineering,USA,Senior IC,Female,27,2023-10-21,618,83300.0,EMP00145,False,Active
EMP00925,Sales,India,Manager,Female,29,2022-08-31,1034,51200.0,EMP01872,False,Active
EMP00926,Sales,Germany,Individual Contributor,Male,30,2023-08-28,672,49500.0,EMP02833,False,Active
EMP00927,Sales,USA,Individual Contributor,Male,35,2020-01-16,1992,51500.0,EMP03109,False,Terminated
EMP00928,Operations,USA,Senior IC,Female,30,2022-05-16,1141,78700.0,EMP02820,False,Active
EMP00929,Customer Support,USA,Individual Contributor,Female,24,2023-01-17,895,59700.0,EMP01194,False,Active
EMP00930,Customer Support,USA,Team Lead,Male,23,2021-10-21,1348,75800.0,EMP01713,False,Active
EMP00931,Sales,Germany,Individual Contributor,Female,27,2025-01-21,160,48800.0,EMP03103,False,Active
EMP00932,Engineering,Canada,Senior IC,Female,34,2021-12-05,1303,58700.0,EMP02935,True,Active
EMP00933,Engineering,UAE,Individual Contributor,Male,26,2024-03-17,470,46200.0,EMP01558,False,Active
EMP00934,Customer Support,Germany,Individual Contributor,Male,23,2020-09-05,1759,45400.0,EMP01676,True,Active
EMP00935,Customer Support,India,Senior IC,Male,33,2024-12-21,191,32000.0,EMP00249,False,Active
EMP00936,Sales,India,Individual Contributor,Male,30,2021-08-19,1411,28800.0,EMP00607,False,Active
EMP00937,Operations,UAE,Individual Contributor,Female,27,2024-03-06,481,45000.0,EMP01827,True,Active
EMP00938,Sales,USA,Individual Contributor,Female,26,2019-05-16,2237,54900.0,EMP01808,True,Active
EMP00939,Operations,Germany,Individual Contributor,Male,25,2024-10-31,242,52100.0,EMP02006,True,Active
EMP00940,Sales,Germany,Senior IC,Male,30,2022-09-28,1006,73600.0,EMP01094,False,Terminated
EMP00941,Sales,USA,Individual Contributor,Female,31,2021-02-22,1589,53400.0,EMP00806,False,Active
EMP00942,Operations,Germany,Individual Contributor,Female,25,2022-01-27,1250,48800.0,EMP01555,False,Active
EMP00943,Sales,UAE,Team Lead,Female,28,2022-02-01,1245,71800.0,EMP03080,True,Active
EMP00944,Engineering,Canada,Senior IC,Female,23,2024-08-05,329,70600.0,EMP03384,True,Active
EMP00945,Engineering,USA,Senior IC,Female,32,2024-08-25,309,74300.0,EMP00178,True,Active
EMP00946,Sales,India,Individual Contributor,Female,31,2022-03-07,1211,25800.0,EMP01245,False,Active
EMP00947,Customer Support,Germany,Senior Manager,Male,25,2022-07-14,1082,127800.0,EMP01812,True,Active
EMP00948,Operations,India,Individual Contributor,Female,21,2024-05-12,414,30300.0,EMP00769,False,Active
EMP00949,Operations,India,Individual Contributor,Male,27,2024-06-02,393,26600.0,EMP01242,False,Active
EMP00950,Engineering,USA,Manager,Male,25,2023-01-07,905,106900.0,EMP00482,False,Active
EMP00951,Engineering,UAE,Senior IC,Male,25,2023-07-03,728,71300.0,EMP01597,False,Active
EMP00952,Sales,Canada,Senior IC,Male,29,2016-10-20,3175,71900.0,EMP03095,False,Active
EMP00953,Sales,India,Manager,Female,27,2019-02-17,2325,57200.0,EMP03252,True,Active
EMP00954,Sales,Brazil,Individual Contributor,Female,30,2020-10-18,1716,27600.0,EMP00057,False,Active
EMP00955,Operations,India,Manager,Male,30,2018-08-11,2515,49700.0,EMP02224,False,Active
EMP00956,Operations,Germany,Team Lead,Female,36,2023-11-26,582,69900.0,EMP03178,True,Active
EMP00957,Customer Support,USA,Individual Contributor,Female,29,2023-09-14,655,59500.0,EMP02667,False,Active
EMP00958,Engineering,India,Individual Contributor,Female,26,2019-09-23,2107,26600.0,EMP00217,True,Active
EMP00959,Engineering,USA,Individual Contributor,Male,21,2022-09-30,1004,47200.0,EMP01356,True,Active
EMP00960,Engineering,UAE,Senior Manager,Female,29,2022-08-16,1049,122900.0,EMP02626,False,Terminated
EMP00961,Engineering,Germany,Individual Contributor,Male,24,2024-06-25,370,49000.0,EMP03428,False,Active
EMP00962,Engineering,Germany,Individual Contributor,Female,35,2019-11-26,2043,49500.0,EMP01028,True,Active
EMP00963,Sales,Germany,Team Lead,Male,30,2021-07-03,1458,72000.0,EMP01000,False,Active
EMP00964,Sales,Canada,Team Lead,Female,21,2023-04-28,794,81100.0,EMP00899,True,Active
EMP00965,Operations,USA,Individual Contributor,Male,22,2023-09-11,658,57400.0,EMP03134,False,Active
EMP00966,Engineering,USA,Manager,Male,28,2019-04-20,2263,108800.0,EMP00633,True,Active
EMP00967,Operations,USA,Senior IC,Female,28,2023-11-20,588,72200.0,EMP01274,True,Active
EMP00968,Sales,India,Manager,Female,21,2024-10-02,271,63200.0,EMP00496,False,Active
EMP00969,Engineering,Canada,Individual Contributor,Male,32,2019-01-25,2348,43400.0,EMP03282,False,Active
EMP00970,Sales,USA,Individual Contributor,Male,26,2018-12-25,2379,52000.0,EMP00244,False,Active
EMP00971,Sales,Canada,Senior IC,Female,26,2023-11-22,586,68700.0,EMP01773,True,Active
EMP00972,Sales,USA,Individual Contributor,Female,36,2015-09-16,3575,50700.0,EMP00570,True,Active
EMP00973,Sales,India,Senior IC,Female,33,2022-12-21,922,32600.0,EMP01416,False,Active
EMP00974,Operations,USA,Individual Contributor,Female,27,2023-11-17,591,60200.0,EMP02049,True,Active
EMP00975,Engineering,India,Team Lead,Female,25,2021-08-04,1426,45000.0,EMP02426,False,Active
EMP00976,Customer Support,India,Manager,Female,31,2024-08-13,321,54300.0,EMP01986,True,Active
EMP00977,Engineering,India,Manager,,25,2024-03-31,456,53000.0,EMP01480,True,Active
EMP00978,Engineering,USA,Senior Manager,Male,31,2022-03-02,1216,128200.0,EMP00990,True,Active
EMP00979,Engineering,UAE,Manager,Male,25,2022-07-29,1067,88400.0,EMP02803,True,Active
EMP00980,Sales,Canada,Senior IC,Male,30,2020-06-24,1832,64600.0,EMP02370,False,Active
EMP00981,Operations,India,Individual Contributor,Male,22,2024-06-29,366,28200.0,EMP02349,False,Active
EMP00982,Customer Support,India,Manager,Male,35,2016-10-05,3190,54000.0,EMP02669,False,Active
EMP00983,Customer Support,UAE,Senior Manager,Female,30,2023-07-14,717,103800.0,EMP00781,True,Active
EMP00984,Engineering,USA,Director,Male,25,2022-08-26,1039,183400.0,,False,Active
EMP00985,Sales,UAE,Team Lead,Female,24,2023-08-09,691,64100.0,EMP03223,False,Active
EMP00986,Operations,Germany,Individual Contributor,Male,27,2024-08-16,318,49100.0,EMP01517,True,Terminated
EMP00987,Engineering,Brazil,Senior Manager,Male,24,2022-11-14,959,64300.0,EMP00722,True,Active
EMP00988,Sales,USA,Senior Manager,Male,23,2021-03-09,1574,126400.0,EMP01307,True,Active
EMP00989,Engineering,Germany,Team Lead,Female,28,2023-02-26,855,94500.0,EMP01353,True,Active
EMP00990,Customer Support,India,Manager,Male,25,2024-02-16,500,46100.0,EMP03392,False,Active
EMP00991,Customer Support,India,Senior IC,,29,2020-05-14,1873,33400.0,EMP01012,True,Active
EMP00992,Customer Support,UAE,Senior Manager,Female,32,2020-03-27,1921,116700.0,EMP03288,False,Active
EMP00993,Customer Support,Canada,Individual Contributor,Female,29,2023-04-01,821,46200.0,EMP00825,False,Active
EMP00994,Sales,USA,Manager,Female,27,2022-01-07,1270,110600.0,EMP03250,False,Active
EMP00995,Operations,USA,Individual Contributor,Male,25,2020-05-23,1864,61500.0,EMP03255,True,Active
EMP00996,Engineering,Germany,Individual Contributor,Female,26,2021-03-21,1562,53000.0,EMP02116,False,Active
EMP00997,Customer Support,India,Individual Contributor,Female,30,2022-02-01,1245,25400.0,EMP00396,False,Active
EMP00998,Sales,India,Senior IC,Non-binary,29,2021-05-03,1519,35400.0,EMP02154,False,Active
EMP00999,Operations,UAE,Individual Contributor,Male,26,2021-11-07,1331,47500.0,EMP03198,True,Active
EMP01000,Sales,Brazil,Senior Manager,Female,24,2022-10-05,999,74400.0,EMP03251,True,Active
EMP01001,Sales,USA,Senior IC,Male,28,2024-07-05,360,74900.0,EMP01569,False,Active
EMP01002,Engineering,India,Manager,Male,25,2024-04-16,440,53800.0,EMP01673,True,Active
EMP01003,Sales,India,Individual Contributor,Male,31,2021-09-27,1372,27200.0,EMP01340,True,Active
EMP01004,Sales,India,Individual Contributor,Male,30,2023-08-14,686,26200.0,EMP00762,False,Active
EMP01005,Customer Support,USA,Team Lead,Male,27,2021-10-31,1338,85400.0,EMP02270,False,Active
EMP01006,Engineering,Germany,Team Lead,Female,29,2024-07-14,351,86800.0,EMP03453,False,Active
EMP01007,Operations,Germany,Senior IC,Male,27,2024-01-08,539,69800.0,EMP00963,True,Active
EMP01008,Engineering,USA,Manager,Female,28,2023-02-26,855,91100.0,EMP02943,True,Active
EMP01009,Customer Support,Brazil,Manager,Male,21,2025-03-15,107,53200.0,EMP00357,True,Active
EMP01010,Engineering,Germany,Senior IC,Female,22,2024-03-05,482,65600.0,EMP00196,False,Active
EMP01011,Customer Support,India,Senior Manager,Female,22,2023-11-11,597,63900.0,EMP03158,False,Active
EMP01012,Customer Support,India,Team Lead,Non-binary,26,2022-06-03,1123,47000.0,EMP00416,False,Active
EMP01013,Engineering,UAE,Team Lead,Male,27,2023-04-06,816,93100.0,EMP01435,False,Active
EMP01014,Operations,USA,Individual Contributor,Female,28,2022-04-21,1166,44300.0,EMP03088,False,Active
EMP01015,Engineering,USA,Individual Contributor,Female,28,2022-09-09,1025,56500.0,EMP01227,True,Active
EMP01016,Sales,Germany,Individual Contributor,Female,24,2023-05-01,791,50700.0,EMP01052,False,Active
EMP01017,Customer Support,Germany,Team Lead,Non-binary,29,2023-11-07,601,80700.0,EMP00145,False,Active
EMP01018,Operations,Germany,Team Lead,Female,35,2022-08-15,1050,85500.0,EMP02418,False,Active
EMP01019,Sales,Brazil,Individual Contributor,Female,29,2019-06-12,2210,29100.0,EMP01116,False,Active
EMP01020,Engineering,USA,Senior IC,Male,23,2023-11-10,598,72600.0,EMP00433,False,Active
