enrollment_id,employee_id,program_id,enrollment_date,completion_status,completion_pct,completion_date,assessment_score,participant_satisfaction_1to5
ENR005431,EMP00939,PRG015,2023-01-02,Completed,98.6,2023-02-28,76.9,3.6
ENR005432,EMP00939,PRG016,2023-10-21,Completed,100.0,2023-12-30,88.6,3.2
ENR005433,EMP00939,PRG017,2024-06-13,Completed,93.0,2024-08-26,80.4,4.9
ENR005434,EMP00939,PRG026,2024-07-18,In Progress,29.3,,,
ENR005435,EMP00940,PRG013,2023-04-21,Completed,95.4,2023-06-12,94.0,3.5
ENR005436,EMP00940,PRG014,2024-06-03,In Progress,30.9,,,
ENR005437,EMP00940,PRG015,2023-10-12,Completed,91.8,2023-12-21,73.1,4.0
ENR005438,EMP00940,PRG017,2024-10-11,Completed,99.1,2024-10-24,88.0,4.3
ENR005439,EMP00940,PRG001,2023-09-08,Completed,92.7,2023-10-24,72.5,4.7
ENR005440,EMP00942,PRG013,2024-01-03,Completed,94.4,2024-03-08,86.8,4.8
ENR005441,EMP00942,PRG014,2023-10-09,Completed,93.4,2023-10-13,86.6,4.7
ENR005442,EMP00942,PRG015,2025-01-18,Completed,99.5,2025-03-14,93.8,3.4
ENR005443,EMP00942,PRG016,2024-08-23,Completed,99.0,2024-11-02,72.3,4.1
ENR005444,EMP00942,PRG017,2023-11-12,Completed,91.3,2023-11-26,85.6,3.9
ENR005445,EMP00942,PRG023,2024-04-28,Completed,100.0,2024-06-13,75.1,5.0
ENR005446,EMP00943,PRG013,2024-06-27,In Progress,42.2,,,
ENR005447,EMP00943,PRG014,2024-07-19,In Progress,35.4,,,
ENR005448,EMP00943,PRG015,2024-07-02,Completed,97.6,2024-07-27,74.8,3.0
ENR005449,EMP00943,PRG016,2023-01-08,Completed,98.2,2023-03-17,78.1,4.6
ENR005450,EMP00943,PRG017,2025-04-26,Completed,98.7,2025-05-04,83.7,3.4
ENR005451,EMP00943,PRG027,2024-06-05,Completed,99.5,2024-07-08,83.2,3.1
ENR005452,EMP00943,PRG005,2024-08-24,Completed,95.7,2024-09-11,77.7,3.0
ENR005453,EMP00944,PRG013,2023-02-04,Completed,96.3,2023-04-07,97.2,4.0
ENR005454,EMP00944,PRG014,2024-05-03,Completed,100.0,2024-05-23,100.0,3.4
ENR005455,EMP00944,PRG015,2023-11-06,Completed,90.1,2023-11-10,74.0,4.0
ENR005456,EMP00944,PRG016,2023-03-01,Completed,100.0,2023-04-11,96.9,2.9
ENR005457,EMP00944,PRG017,2023-12-10,Completed,96.2,2024-01-27,88.7,3.4
ENR005458,EMP00945,PRG013,2023-10-10,Dropped,30.3,,,
ENR005459,EMP00945,PRG014,2024-11-15,Completed,96.3,2024-11-29,78.6,4.6
ENR005460,EMP00945,PRG015,2023-05-23,Completed,92.6,2023-06-20,94.6,4.4
ENR005461,EMP00945,PRG016,2024-10-03,Completed,98.9,2024-11-05,76.6,5.0
ENR005462,EMP00945,PRG017,2024-03-08,Completed,92.2,2024-03-13,89.3,3.5
ENR005463,EMP00946,PRG014,2025-02-13,In Progress,31.6,,,
ENR005464,EMP00946,PRG015,2023-03-15,Completed,100.0,2023-05-13,69.0,4.3
ENR005465,EMP00946,PRG016,2023-08-16,Completed,100.0,2023-09-01,88.1,2.4
ENR005466,EMP00946,PRG017,2024-01-11,Completed,94.1,2024-01-22,84.7,3.4
ENR005467,EMP00946,PRG002,2023-03-02,Dropped,0.0,,,
ENR005468,EMP00947,PRG013,2024-10-21,Completed,90.1,2024-12-30,81.9,3.7
ENR005469,EMP00947,PRG015,2024-01-16,Completed,94.8,2024-02-16,67.7,4.3
ENR005470,EMP00947,PRG016,2024-01-25,Dropped,18.5,,,2.0
ENR005471,EMP00947,PRG017,2023-10-25,In Progress,35.7,,,
ENR005472,EMP00947,PRG019,2023-12-02,Completed,100.0,2024-02-07,89.4,4.3
ENR005473,EMP00947,PRG002,2023-12-24,Completed,98.4,2024-01-29,89.2,4.2
ENR005474,EMP00947,PRG011,2023-11-19,Completed,92.5,2023-11-30,88.3,2.9
ENR005475,EMP00948,PRG013,2023-06-19,Completed,100.0,2023-07-26,76.4,4.2
ENR005476,EMP00948,PRG014,2025-02-28,Completed,96.2,2025-05-11,81.9,2.9
ENR005477,EMP00948,PRG015,2024-02-15,Completed,97.9,2024-03-14,91.0,3.1
ENR005478,EMP00948,PRG016,2024-12-25,Completed,92.5,2024-12-29,95.2,3.6
ENR005479,EMP00948,PRG017,2024-06-10,Completed,99.9,2024-06-24,78.9,3.1
ENR005480,EMP00949,PRG013,2024-11-30,Completed,95.0,2025-02-09,61.2,3.4
ENR005481,EMP00949,PRG014,2023-04-02,In Progress,90.2,,,
ENR005482,EMP00949,PRG015,2023-03-29,Completed,98.0,2023-04-02,78.1,3.5
ENR005483,EMP00949,PRG016,2024-05-08,In Progress,77.4,,,
ENR005484,EMP00949,PRG017,2025-01-10,Completed,100.0,2025-03-19,89.9,3.2
ENR005485,EMP00949,PRG004,2024-06-09,Completed,100.0,2024-08-17,92.8,3.4
ENR005486,EMP00950,PRG013,2024-09-15,Completed,97.6,2024-10-14,98.3,4.1
ENR005487,EMP00950,PRG014,2024-08-03,Completed,95.8,2024-08-23,83.1,4.4
ENR005488,EMP00950,PRG015,2024-01-25,Completed,98.6,2024-02-18,90.8,2.5
ENR005489,EMP00950,PRG016,2024-12-19,Completed,96.0,2025-03-03,75.5,4.4
ENR005490,EMP00950,PRG017,2023-12-26,Completed,93.0,2024-02-06,89.9,4.8
ENR005491,EMP00950,PRG005,2023-05-09,Completed,100.0,2023-07-16,84.0,4.2
ENR005492,EMP00951,PRG013,2023-08-31,In Progress,63.0,,,
ENR005493,EMP00951,PRG014,2023-03-25,Completed,96.9,2023-05-28,94.8,3.2
ENR005494,EMP00951,PRG015,2023-09-08,Completed,94.2,2023-09-26,79.3,4.5
ENR005495,EMP00951,PRG016,2023-02-23,Completed,94.0,2023-03-20,82.5,4.1
ENR005496,EMP00951,PRG017,2025-04-14,Completed,97.5,2025-04-25,66.5,4.2
ENR005497,EMP00952,PRG013,2024-10-20,Completed,89.2,2024-10-26,89.4,3.8
ENR005498,EMP00952,PRG014,2024-11-12,Completed,94.1,2025-01-07,100.0,3.8
ENR005499,EMP00952,PRG016,2023-12-11,Completed,93.8,2023-12-24,88.1,5.0
ENR005500,EMP00952,PRG017,2025-05-01,Completed,100.0,2025-05-13,76.2,4.6
ENR005501,EMP00953,PRG013,2024-05-03,In Progress,46.7,,,
ENR005502,EMP00953,PRG014,2023-05-06,Completed,95.4,2023-05-23,80.1,3.5
ENR005503,EMP00953,PRG015,2023-03-08,Completed,100.0,2023-04-09,97.1,3.6
ENR005504,EMP00953,PRG016,2023-08-10,Completed,100.0,2023-10-18,67.2,4.8
ENR005505,EMP00953,PRG017,2023-01-24,Completed,100.0,2023-01-31,100.0,3.5
ENR005506,EMP00953,PRG008,2023-09-30,Completed,100.0,2023-10-26,88.7,4.7
ENR005507,EMP00953,PRG005,2024-10-30,Completed,99.0,2024-12-17,75.8,4.0
ENR005508,EMP00953,PRG002,2024-04-21,Completed,100.0,2024-06-15,85.4,4.4
ENR005509,EMP00954,PRG013,2024-05-24,Completed,100.0,2024-07-12,68.6,4.4
ENR005510,EMP00954,PRG014,2023-03-22,Completed,91.9,2023-04-11,90.4,2.9
ENR005511,EMP00954,PRG015,2024-03-26,In Progress,18.3,,,
ENR005512,EMP00954,PRG016,2023-03-20,Completed,95.9,2023-05-16,67.4,3.7
ENR005513,EMP00954,PRG017,2023-03-17,Completed,91.1,2023-04-16,91.6,5.0
ENR005514,EMP00954,PRG005,2023-10-11,Completed,97.4,2023-10-23,100.0,4.4
ENR005515,EMP00954,PRG018,2023-03-18,Completed,95.6,2023-04-29,84.8,3.3
ENR005516,EMP00954,PRG031,2024-05-28,In Progress,76.6,,,
ENR005517,EMP00955,PRG013,2023-01-28,Completed,100.0,2023-02-11,86.2,3.9
ENR005518,EMP00955,PRG014,2023-07-30,Completed,90.8,2023-08-07,87.4,4.4
ENR005519,EMP00955,PRG015,2024-10-17,Completed,100.0,2024-12-04,100.0,3.9
ENR005520,EMP00955,PRG016,2024-07-25,Completed,99.0,2024-08-13,87.3,3.1
ENR005521,EMP00955,PRG017,2024-08-23,Completed,94.5,2024-09-24,71.5,3.3
ENR005522,EMP00955,PRG012,2024-12-12,Completed,92.6,2025-02-13,90.1,4.5
ENR005523,EMP00955,PRG005,2024-04-19,Completed,90.2,2024-05-01,87.2,4.3
ENR005524,EMP00956,PRG013,2023-11-20,Completed,97.3,2023-12-13,68.7,4.5
ENR005525,EMP00956,PRG014,2023-05-26,Completed,92.7,2023-06-11,80.9,4.6
ENR005526,EMP00956,PRG016,2025-04-28,Completed,100.0,2025-07-11,77.4,3.3
ENR005527,EMP00956,PRG017,2023-09-11,Completed,94.0,2023-09-28,93.3,5.0
ENR005528,EMP00958,PRG013,2024-09-28,Dropped,12.2,,,2.4
ENR005529,EMP00958,PRG014,2025-02-24,Completed,94.0,2025-04-25,75.5,3.1
ENR005530,EMP00958,PRG015,2023-05-21,In Progress,91.9,,,
ENR005531,EMP00958,PRG016,2025-04-18,Dropped,21.1,,,
ENR005532,EMP00958,PRG017,2025-02-20,Completed,92.9,2025-02-24,71.4,4.9
ENR005533,EMP00958,PRG021,2024-04-27,Completed,90.3,2024-07-01,64.4,4.5
ENR005534,EMP00958,PRG012,2023-07-23,Completed,88.2,2023-09-21,91.1,3.6
ENR005535,EMP00959,PRG013,2024-01-04,In Progress,38.0,,,
ENR005536,EMP00959,PRG014,2024-02-25,Completed,97.7,2024-03-22,72.2,4.9
ENR005537,EMP00959,PRG015,2025-03-12,Completed,100.0,2025-05-09,93.8,5.0
ENR005538,EMP00959,PRG016,2024-12-24,In Progress,79.0,,,
ENR005539,EMP00959,PRG001,2023-09-21,Dropped,25.8,,,1.0
ENR005540,EMP00959,PRG023,2023-05-07,Completed,97.7,2023-06-22,79.9,4.0
ENR005541,EMP00959,PRG011,2024-08-20,Completed,98.5,2024-10-12,71.6,5.0
ENR005542,EMP00960,PRG013,2025-04-30,Completed,100.0,2025-05-29,75.1,5.0
ENR005543,EMP00960,PRG014,2024-01-07,Dropped,17.3,,,
ENR005544,EMP00960,PRG015,2023-12-23,Completed,99.7,2024-01-04,75.2,3.7
ENR005545,EMP00960,PRG016,2023-03-13,Completed,97.2,2023-04-01,83.1,3.8
ENR005546,EMP00960,PRG001,2023-08-27,Completed,96.4,2023-09-23,83.1,3.8
ENR005547,EMP00961,PRG013,2023-08-30,Completed,99.5,2023-09-02,91.0,3.3
ENR005548,EMP00961,PRG014,2025-04-26,Completed,100.0,2025-05-02,85.2,3.7
ENR005549,EMP00961,PRG015,2024-12-31,In Progress,49.7,,,
ENR005550,EMP00961,PRG016,2023-08-11,In Progress,52.2,,,
ENR005551,EMP00961,PRG017,2024-01-24,Completed,94.7,2024-03-24,83.1,4.4
ENR005552,EMP00962,PRG013,2023-09-16,Completed,100.0,2023-10-28,74.4,3.2
ENR005553,EMP00962,PRG014,2024-05-01,Completed,99.9,2024-06-27,65.2,2.7
ENR005554,EMP00962,PRG015,2023-10-05,Completed,100.0,2023-12-15,83.3,2.4
ENR005555,EMP00962,PRG016,2025-02-08,Completed,100.0,2025-02-17,78.4,3.9
ENR005556,EMP00962,PRG017,2023-03-29,Completed,96.3,2023-05-03,72.9,3.0
ENR005557,EMP00962,PRG007,2023-12-15,Completed,98.5,2023-12-23,79.7,4.1
ENR005558,EMP00962,PRG008,2024-10-13,Completed,100.0,2024-11-02,73.8,3.6
ENR005559,EMP00963,PRG013,2023-11-28,Completed,94.6,2023-12-07,93.8,4.4
ENR005560,EMP00963,PRG014,2025-02-18,Completed,96.2,2025-04-07,85.0,3.8
ENR005561,EMP00963,PRG015,2024-04-26,Completed,98.4,2024-07-04,80.5,4.2
ENR005562,EMP00963,PRG016,2024-09-09,Completed,100.0,2024-10-17,79.5,4.7
ENR005563,EMP00963,PRG017,2023-02-15,Dropped,10.3,,,
ENR005564,EMP00963,PRG021,2024-12-19,Completed,99.7,2025-02-03,87.3,3.5
ENR005565,EMP00964,PRG013,2024-06-21,Completed,100.0,2024-08-22,77.3,5.0
ENR005566,EMP00964,PRG014,2023-10-25,Completed,97.0,2024-01-06,78.3,2.6
ENR005567,EMP00964,PRG015,2024-02-14,Completed,94.9,2024-03-30,86.1,4.9
ENR005568,EMP00964,PRG016,2025-04-03,Completed,100.0,2025-04-22,82.0,3.9
ENR005569,EMP00964,PRG017,2024-04-07,Completed,95.4,2024-05-21,80.9,2.9
ENR005570,EMP00964,PRG021,2024-05-26,Dropped,34.7,,,
ENR005571,EMP00964,PRG007,2023-06-06,Completed,97.4,2023-06-26,76.5,4.1
ENR005572,EMP00965,PRG013,2023-10-03,Completed,100.0,2023-10-24,84.8,4.2
ENR005573,EMP00965,PRG015,2023-02-14,Completed,99.8,2023-03-20,73.5,3.9
ENR005574,EMP00965,PRG016,2024-11-09,Completed,91.5,2024-12-16,81.2,5.0
ENR005575,EMP00965,PRG017,2024-05-17,Dropped,8.9,,,4.1
ENR005576,EMP00965,PRG006,2024-01-02,Completed,100.0,2024-01-24,94.2,4.8
ENR005577,EMP00966,PRG013,2024-04-27,Completed,91.2,2024-06-04,88.0,4.0
ENR005578,EMP00966,PRG014,2023-06-04,Completed,94.4,2023-06-20,65.1,5.0
ENR005579,EMP00966,PRG015,2024-04-15,Completed,96.2,2024-04-28,71.6,5.0
ENR005580,EMP00966,PRG016,2023-10-15,Completed,100.0,2023-12-09,93.0,3.8
ENR005581,EMP00966,PRG017,2023-12-11,Completed,100.0,2024-02-12,90.0,4.0
ENR005582,EMP00966,PRG009,2024-05-20,Completed,97.3,2024-06-28,82.2,3.3
ENR005583,EMP00966,PRG004,2024-12-10,Completed,100.0,2025-01-25,92.7,4.2
ENR005584,EMP00966,PRG001,2024-02-22,Completed,92.7,2024-02-28,95.7,4.6
ENR005585,EMP00966,PRG012,2023-10-08,Completed,98.0,2023-11-28,81.0,3.5
ENR005586,EMP00967,PRG013,2024-09-10,Completed,98.0,2024-10-30,96.7,3.5
ENR005587,EMP00967,PRG014,2025-04-20,In Progress,60.0,,,
ENR005588,EMP00967,PRG015,2024-02-18,Completed,100.0,2024-03-03,83.8,4.6
ENR005589,EMP00967,PRG016,2024-12-01,Completed,95.9,2025-02-09,84.4,3.5
ENR005590,EMP00967,PRG017,2024-03-23,Completed,92.6,2024-04-02,77.1,2.9
ENR005591,EMP00967,PRG003,2024-08-29,Completed,95.2,2024-09-05,75.1,3.3
ENR005592,EMP00967,PRG018,2024-12-29,Completed,100.0,2025-02-01,93.8,4.9
ENR005593,EMP00967,PRG005,2025-04-15,Dropped,16.2,,,1.9
ENR005594,EMP00968,PRG013,2023-02-15,In Progress,10.7,,,
ENR005595,EMP00968,PRG014,2023-04-30,In Progress,35.2,,,
ENR005596,EMP00968,PRG015,2024-12-06,In Progress,52.6,,,
ENR005597,EMP00968,PRG016,2025-01-18,Completed,100.0,2025-02-26,93.5,4.2
ENR005598,EMP00968,PRG017,2024-05-16,Completed,97.0,2024-07-25,87.9,4.1
ENR005599,EMP00969,PRG013,2023-05-18,Completed,94.4,2023-07-12,83.3,3.0
ENR005600,EMP00969,PRG014,2023-12-09,Completed,98.7,2024-01-31,97.9,3.6
ENR005601,EMP00969,PRG015,2024-06-28,Completed,98.1,2024-08-06,79.9,4.2
ENR005602,EMP00969,PRG016,2024-10-14,Completed,98.1,2024-11-12,100.0,2.9
ENR005603,EMP00969,PRG017,2024-05-07,Completed,99.6,2024-06-24,74.4,3.7
ENR005604,EMP00969,PRG007,2023-06-05,Completed,97.9,2023-07-13,88.3,4.0
ENR005605,EMP00970,PRG013,2024-04-01,In Progress,65.6,,,
ENR005606,EMP00970,PRG014,2023-01-31,Dropped,15.7,,,3.3
ENR005607,EMP00970,PRG015,2024-03-15,Completed,96.5,2024-03-26,83.2,3.6
ENR005608,EMP00970,PRG016,2023-06-26,Completed,94.2,2023-07-30,61.5,4.2
ENR005609,EMP00970,PRG017,2023-04-26,Completed,96.6,2023-06-25,88.1,4.5
ENR005610,EMP00970,PRG003,2025-02-03,Dropped,33.2,,,
ENR005611,EMP00970,PRG027,2024-03-09,In Progress,44.8,,,
ENR005612,EMP00971,PRG013,2024-05-19,Completed,94.9,2024-05-27,88.4,5.0
ENR005613,EMP00971,PRG014,2024-10-05,Completed,97.9,2024-11-30,87.9,5.0
ENR005614,EMP00971,PRG015,2025-04-05,Completed,100.0,2025-06-13,100.0,3.0
ENR005615,EMP00971,PRG016,2023-04-11,Completed,92.3,2023-06-24,83.9,4.9
ENR005616,EMP00971,PRG017,2024-09-05,Completed,91.8,2024-09-23,72.2,2.8
ENR005617,EMP00972,PRG013,2024-05-13,Completed,100.0,2024-07-10,81.4,4.2
ENR005618,EMP00972,PRG014,2023-06-23,Completed,96.4,2023-07-29,82.3,4.3
ENR005619,EMP00972,PRG015,2023-10-31,Completed,94.3,2023-12-03,75.6,4.1
ENR005620,EMP00972,PRG016,2023-05-26,Completed,100.0,2023-05-31,80.1,4.3
ENR005621,EMP00972,PRG017,2025-02-10,Completed,92.1,2025-02-24,79.2,3.2
ENR005622,EMP00973,PRG013,2024-01-19,Completed,96.9,2024-02-14,87.2,4.1
ENR005623,EMP00973,PRG014,2023-05-14,In Progress,25.2,,,
ENR005624,EMP00973,PRG015,2023-05-14,In Progress,53.2,,,
ENR005625,EMP00973,PRG016,2023-06-07,Completed,95.6,2023-07-20,67.0,5.0
ENR005626,EMP00973,PRG017,2023-09-28,Completed,92.8,2023-11-26,75.3,4.2
ENR005627,EMP00973,PRG021,2024-10-07,Completed,96.5,2024-11-01,91.4,2.3
ENR005628,EMP00973,PRG010,2024-03-16,In Progress,34.5,,,
ENR005629,EMP00974,PRG013,2024-04-04,In Progress,37.1,,,
ENR005630,EMP00974,PRG014,2024-01-01,Completed,91.3,2024-03-03,89.3,4.6
ENR005631,EMP00974,PRG015,2023-03-24,Completed,94.3,2023-05-20,80.1,3.0
ENR005632,EMP00974,PRG004,2025-04-25,Completed,94.8,2025-05-28,68.4,3.5
ENR005633,EMP00975,PRG013,2023-07-27,Completed,100.0,2023-09-03,63.0,3.0
ENR005634,EMP00975,PRG014,2023-05-22,Completed,96.4,2023-07-02,88.3,4.9
ENR005635,EMP00975,PRG015,2024-07-21,Completed,92.7,2024-07-27,94.2,4.6
ENR005636,EMP00975,PRG016,2024-02-13,Completed,97.8,2024-04-16,74.3,4.0
ENR005637,EMP00975,PRG017,2025-04-13,Completed,95.9,2025-04-28,71.6,4.1
ENR005638,EMP00975,PRG021,2023-10-29,Completed,87.6,2024-01-07,67.0,3.1
ENR005639,EMP00975,PRG031,2025-03-31,Completed,99.5,2025-04-13,89.4,4.8
ENR005640,EMP00976,PRG013,2023-03-01,Completed,99.5,2023-05-12,61.8,3.9
ENR005641,EMP00976,PRG014,2023-12-25,Completed,98.6,2024-03-04,88.0,4.9
ENR005642,EMP00976,PRG015,2023-03-17,Completed,95.0,2023-05-17,74.8,4.5
ENR005643,EMP00976,PRG016,2023-01-04,Dropped,14.1,,,3.4
ENR005644,EMP00976,PRG017,2023-03-08,Dropped,19.8,,,
ENR005645,EMP00976,PRG005,2024-07-17,In Progress,21.3,,,
ENR005646,EMP00977,PRG013,2023-03-11,Completed,91.3,2023-04-28,73.6,3.8
ENR005647,EMP00977,PRG014,2025-02-28,In Progress,20.5,,,
ENR005648,EMP00977,PRG015,2024-07-04,Completed,95.1,2024-08-10,86.2,4.9
ENR005649,EMP00977,PRG016,2023-08-20,Dropped,28.7,,,
ENR005650,EMP00977,PRG017,2024-10-28,Completed,99.6,2024-11-28,70.8,4.2
ENR005651,EMP00977,PRG008,2023-11-26,Completed,100.0,2024-01-05,100.0,4.2
ENR005652,EMP00977,PRG011,2023-01-19,Completed,100.0,2023-02-23,99.3,5.0
ENR005653,EMP00978,PRG013,2024-04-09,Completed,91.7,2024-04-15,82.0,4.5
ENR005654,EMP00978,PRG014,2025-02-07,Completed,96.8,2025-02-24,82.9,4.5
ENR005655,EMP00978,PRG015,2024-12-01,Completed,94.1,2025-02-01,63.3,3.8
ENR005656,EMP00978,PRG016,2023-08-24,Completed,99.0,2023-10-27,98.6,3.9
ENR005657,EMP00978,PRG017,2023-11-12,Completed,95.4,2023-12-28,81.8,3.6
ENR005658,EMP00978,PRG012,2023-01-26,Completed,96.1,2023-02-20,63.3,3.9
ENR005659,EMP00979,PRG013,2023-06-18,Completed,92.8,2023-08-02,90.6,3.8
ENR005660,EMP00979,PRG014,2024-07-10,Completed,90.8,2024-09-07,72.7,3.9
ENR005661,EMP00979,PRG015,2024-09-19,In Progress,64.8,,,
ENR005662,EMP00979,PRG016,2024-06-05,In Progress,52.3,,,
ENR005663,EMP00979,PRG017,2023-06-05,Completed,99.3,2023-07-04,100.0,5.0
ENR005664,EMP00979,PRG007,2023-01-21,Completed,92.8,2023-03-29,84.9,3.6
ENR005665,EMP00979,PRG029,2024-11-05,Dropped,9.5,,,
ENR005666,EMP00979,PRG008,2025-04-22,Completed,96.4,2025-05-12,92.7,3.8
ENR005667,EMP00980,PRG013,2024-03-16,Dropped,33.2,,,
ENR005668,EMP00980,PRG014,2025-04-05,In Progress,62.5,,,
ENR005669,EMP00980,PRG015,2023-05-06,Completed,93.3,2023-06-29,84.5,4.9
ENR005670,EMP00980,PRG016,2023-06-06,Completed,88.5,2023-08-09,90.4,4.7
ENR005671,EMP00980,PRG017,2023-09-22,Dropped,15.8,,,
ENR005672,EMP00980,PRG007,2025-03-14,Completed,96.8,2025-05-19,74.3,4.0
ENR005673,EMP00980,PRG027,2024-08-06,Completed,100.0,2024-10-17,71.7,3.8
ENR005674,EMP00980,PRG001,2023-08-30,Completed,95.7,2023-11-12,88.9,2.8
ENR005675,EMP00980,PRG022,2024-08-25,Completed,100.0,2024-10-21,85.4,4.4
ENR005676,EMP00980,PRG020,2023-07-09,Completed,96.5,2023-08-25,69.3,3.9
ENR005677,EMP00981,PRG013,2023-12-11,Completed,93.6,2024-02-15,89.1,4.7
ENR005678,EMP00981,PRG014,2023-04-01,Completed,97.1,2023-06-02,71.4,3.7
ENR005679,EMP00981,PRG015,2023-03-17,Completed,94.2,2023-04-15,84.1,3.1
ENR005680,EMP00981,PRG017,2023-12-22,Completed,88.3,2024-02-23,71.7,5.0
ENR005681,EMP00982,PRG013,2025-01-18,Completed,97.0,2025-01-31,64.7,3.6
ENR005682,EMP00982,PRG014,2024-09-29,Completed,94.8,2024-11-27,79.4,3.4
ENR005683,EMP00982,PRG015,2023-08-01,In Progress,20.3,,,
ENR005684,EMP00982,PRG016,2024-05-08,Completed,92.9,2024-07-03,72.1,3.0
ENR005685,EMP00982,PRG017,2023-03-09,Completed,95.7,2023-04-30,75.2,5.0
ENR005686,EMP00982,PRG005,2024-02-09,Completed,89.6,2024-02-27,85.3,3.8
ENR005687,EMP00982,PRG001,2025-02-07,Completed,96.3,2025-04-13,71.1,4.4
ENR005688,EMP00982,PRG022,2023-09-20,In Progress,36.3,,,
ENR005689,EMP00982,PRG008,2023-06-01,Completed,97.9,2023-07-13,75.4,2.8
ENR005690,EMP00983,PRG013,2024-02-11,Completed,95.5,2024-03-01,77.9,3.7
ENR005691,EMP00983,PRG014,2023-12-10,Completed,96.9,2024-02-07,82.3,3.2
ENR005692,EMP00983,PRG016,2023-10-31,Completed,100.0,2023-12-01,86.7,2.8
ENR005693,EMP00983,PRG017,2023-04-02,Completed,100.0,2023-05-19,79.7,4.6
ENR005694,EMP00983,PRG011,2024-12-21,Completed,100.0,2024-12-26,71.9,5.0
ENR005695,EMP00983,PRG022,2024-10-17,In Progress,55.6,,,
ENR005696,EMP00983,PRG023,2024-12-17,Completed,99.0,2025-02-06,77.8,3.1
ENR005697,EMP00984,PRG013,2024-05-26,Completed,100.0,2024-06-05,74.5,2.6
ENR005698,EMP00984,PRG014,2024-03-08,Dropped,18.2,,,
ENR005699,EMP00984,PRG015,2024-07-17,In Progress,95.0,,,
ENR005700,EMP00984,PRG016,2023-07-12,Completed,95.9,2023-08-07,93.0,3.3
ENR005701,EMP00984,PRG017,2023-08-06,Completed,99.1,2023-08-16,68.0,4.6
ENR005702,EMP00984,PRG012,2024-11-24,Completed,100.0,2025-01-09,93.8,3.9
ENR005703,EMP00985,PRG013,2023-05-13,Completed,99.4,2023-07-18,87.3,4.1
ENR005704,EMP00985,PRG014,2024-06-05,Completed,96.5,2024-07-25,88.8,3.2
ENR005705,EMP00985,PRG015,2023-01-15,Completed,97.4,2023-03-01,80.0,3.5
ENR005706,EMP00985,PRG016,2024-03-09,In Progress,51.2,,,
ENR005707,EMP00985,PRG017,2023-10-16,Completed,96.3,2023-10-27,95.2,5.0
ENR005708,EMP00985,PRG018,2024-03-21,Completed,100.0,2024-05-29,78.1,3.6
ENR005709,EMP00986,PRG013,2024-02-12,Completed,95.3,2024-04-05,74.2,3.9
ENR005710,EMP00986,PRG014,2024-02-26,Completed,99.4,2024-04-24,96.4,4.0
ENR005711,EMP00986,PRG015,2024-09-09,Completed,93.4,2024-11-04,65.5,4.3
ENR005712,EMP00986,PRG016,2025-01-31,Completed,100.0,2025-03-08,81.8,3.7
ENR005713,EMP00987,PRG013,2023-05-27,Completed,92.1,2023-07-14,79.4,3.8
ENR005714,EMP00987,PRG014,2024-02-08,Completed,89.1,2024-04-16,89.8,4.4
ENR005715,EMP00987,PRG015,2023-02-19,In Progress,50.2,,,
ENR005716,EMP00987,PRG016,2024-12-09,Completed,100.0,2025-02-17,79.2,3.8
ENR005717,EMP00987,PRG017,2024-04-14,Completed,99.1,2024-04-17,74.8,3.0
ENR005718,EMP00987,PRG001,2023-10-01,Completed,94.0,2023-12-11,100.0,4.8
ENR005719,EMP00987,PRG011,2024-11-15,Completed,93.7,2024-11-27,98.8,3.8
ENR005720,EMP00988,PRG013,2024-07-05,In Progress,66.8,,,
ENR005721,EMP00988,PRG014,2024-10-21,Completed,100.0,2024-12-22,68.6,4.5
ENR005722,EMP00988,PRG015,2024-07-19,Completed,93.6,2024-09-05,82.4,4.6
ENR005723,EMP00988,PRG017,2024-11-29,Completed,100.0,2025-01-20,69.7,3.2
ENR005724,EMP00988,PRG009,2024-05-27,In Progress,35.9,,,
ENR005725,EMP00988,PRG018,2025-03-14,Completed,100.0,2025-05-24,81.0,3.9
ENR005726,EMP00988,PRG004,2024-07-10,Completed,98.6,2024-09-17,65.3,4.8
ENR005727,EMP00988,PRG002,2023-03-13,Completed,100.0,2023-04-30,86.0,3.6
ENR005728,EMP00989,PRG013,2024-09-05,Completed,94.5,2024-09-29,80.7,4.7
ENR005729,EMP00989,PRG014,2023-05-16,Completed,98.3,2023-07-06,74.5,3.3
ENR005730,EMP00989,PRG015,2024-04-28,Completed,95.6,2024-06-07,66.2,3.6
ENR005731,EMP00989,PRG016,2023-07-30,Completed,90.5,2023-09-07,77.9,3.9
ENR005732,EMP00989,PRG017,2025-02-26,In Progress,26.0,,,
ENR005733,EMP00989,PRG030,2024-06-10,Dropped,13.7,,,3.5
ENR005734,EMP00990,PRG013,2024-08-25,Completed,98.7,2024-09-24,95.1,3.9
ENR005735,EMP00990,PRG014,2024-08-03,Completed,97.1,2024-10-13,87.4,3.4
ENR005736,EMP00990,PRG015,2023-01-18,Completed,96.5,2023-03-10,79.7,3.4
ENR005737,EMP00990,PRG016,2023-10-16,In Progress,29.6,,,
ENR005738,EMP00990,PRG017,2024-02-20,Completed,100.0,2024-03-11,68.0,2.8
ENR005739,EMP00990,PRG031,2023-05-25,Completed,100.0,2023-07-12,69.9,2.8
ENR005740,EMP00991,PRG013,2024-01-13,Completed,100.0,2024-03-27,72.6,3.9
